ticket_id,channel,plan,region,ticket_text,priority,zs_guess,zs_confidence,category
CB-6796,email,Team,APAC,raising this again: is there a way to bulk edit records?,normal,feature_request,0.4665,how_to
CB-6719,phone,Business,LATAM,"Morning, How do I set up a read-only account for our auditor? Fairly low priority.",urgent,how_to,0.8828,how_to
CB-6051,phone,Team,LATAM,"Morning, The payment page rejects our corporate card as invalid. This started yesterday.",normal,billing_plan,0.9855,billing_plan
CB-6236,email,Business,North America,The dialog cannot be dismissed with the escape key. This started yesterday. Not blocking but annoying. Please escalate if needed.,high,login_access,0.3183,bug_ui
CB-6272,chat,Enterprise,EMEA,Hey The table sorts numbers as if they were text. Not blocking but annoying.,high,bug_ui,0.9901,bug_ui
CB-6728,phone,Business,LATAM,"Hi, What is the best way to structure folders for a large team?",low,how_to,0.9235,how_to
CB-7240,phone,Enterprise,North America,"morning, the autosave blocks typing while it runs",low,performance,0.9059,performance
CB-6560,in-app,Enterprise,North America,Reporting on behalf of my team: Can you add keyboard shortcuts for the common actions? No rush on this one.,low,how_to,0.6002,feature_request
CB-6832,in-app,Team,EMEA,"Hello, Can I download the raw data behind a chart? This is blocking our weekly reporting.",urgent,bug_ui,0.6303,how_to
CB-7210,email,Business,APAC,"Hi, I need to transfer the owner role, the previous owner has left. Thanks!",high,how_to,0.6625,login_access
CB-6777,email,Enterprise,North America,Can I download the raw data behind a chart? Thanks!,urgent,bug_ui,0.4117,how_to
CB-6082,email,Business,APAC,Hey We need a quote for adding thirty seats next quarter.,normal,feature_request,0.6014,billing_plan
CB-6060,phone,Free,EMEA,Following up: The plan comparison page and the checkout page show different prices.,urgent,bug_ui,0.5746,billing_plan
CB-6921,chat,Business,EMEA,The connector needs a static IP and we cannot get one.,normal,feature_request,0.6105,integrations
CB-6905,in-app,Team,LATAM,"Morning, The Stripe integration reports different totals to Stripe itself.",normal,bug_ui,0.7305,integrations
CB-6327,email,Enterprise,EMEA,The tooltip covers the value it is describing. Let me know.,high,bug_ui,0.2554,bug_ui
CB-6463,in-app,Free,EMEA,Second time asking about this. Records with special characters are dropped entirely. We are on the Team plan.,low,bug_ui,0.4576,data_sync
CB-6143,phone,Enterprise,LATAM,Quick one: We are being billed for a sandbox account we never use.,normal,billing_plan,0.9771,billing_plan
CB-6562,in-app,Business,APAC,Sorry to bother you but We would like a mobile widget for our key metric. Please advise.,urgent,how_to,0.7998,feature_request
CB-6324,phone,Free,LATAM,Hey The number formatting uses commas and periods inconsistently. No rush on this one.,normal,bug_ui,0.9506,bug_ui
CB-7346,in-app,Business,LATAM,Sorry to bother you but The mobile app takes fifteen seconds to open a saved view. Please treat as high priority. We need this resolved before month end.,low,performance,0.9523,performance
CB-6286,chat,Enterprise,EMEA,The print layout cuts the table in half. We are on the Team plan.,high,bug_ui,0.9678,bug_ui
CB-6280,chat,Business,LATAM,Following up: The percentage column shows values above one hundred. Happy to jump on a call if easier.,normal,bug_ui,0.6126,bug_ui
CB-6342,phone,Free,APAC,"Hello, The required field marker is missing on two fields.",high,bug_ui,0.7893,bug_ui
CB-7031,email,Enterprise,EMEA,"Morning, The connector cannot handle our custom object names.",urgent,integrations,0.7112,integrations
CB-6644,in-app,Enterprise,EMEA,quick one: we need version history on dashboards,high,bug_ui,0.4324,feature_request
CB-6087,email,Enterprise,APAC,reporting on behalf of my team: our card was declined and i cannot find where to update it,normal,billing_plan,0.4824,billing_plan
CB-7192,in-app,Free,North America,"Hello, The email on my account is wrong and I cannot receive the verification code. Let me know.",normal,login_access,0.9303,login_access
CB-6595,phone,Business,North America,"raising this again: we need alerts that trigger on a rate of change, not just a level",high,feature_request,0.7799,feature_request
CB-7304,in-app,Team,LATAM,"Hello, Loading a shared link is slower than opening it from inside the app. Any help appreciated.",normal,performance,0.8918,performance
CB-6743,phone,Free,North America,How do I archive a workspace without deleting it?,high,how_to,0.99,how_to
CB-6136,in-app,Free,North America,We need to move billing to a different legal entity.,normal,billing_plan,0.9148,billing_plan
CB-6961,email,Business,APAC,"Hello, The Google Sheets export stops at five thousand rows.",normal,bug_ui,0.5915,integrations
CB-6114,phone,Enterprise,LATAM,Hey The tax exemption certificate we uploaded is being ignored. Screenshot attached.,normal,bug_ui,0.6296,billing_plan
CB-6659,in-app,Free,LATAM,Quick one: Please let us set alert thresholds per team rather than globally. We are on the Team plan.,high,how_to,0.9547,feature_request
CB-6347,email,Business,EMEA,"hello, the checkbox in the header selects only the visible rows without saying so",normal,bug_ui,0.613,bug_ui
CB-6536,in-app,Business,North America,hey we need a way to annotate a spike so context is not lost,urgent,feature_request,0.7655,feature_request
CB-6391,phone,Team,EMEA,"Morning, Our date fields are being read as American format when they are European. Ticket reference from last time was in the thread.",normal,bug_ui,0.8838,data_sync
CB-6198,email,Free,APAC,hey the sidebar collapses every time i navigate,low,bug_ui,0.7137,bug_ui
CB-6015,email,Free,LATAM,"Morning, We need a quote for adding thirty seats next quarter. Only happens for our EMEA users. Happy to jump on a call if easier.",normal,feature_request,0.6359,billing_plan
CB-6206,phone,Business,North America,"Hello, The mobile layout overlaps two buttons so I hit the wrong one. Thanks in advance.",high,how_to,0.4067,bug_ui
CB-6646,email,Business,North America,Not sure if this is the right place but We want to be able to pin a note to the top of a workspace. Please treat as high priority.,urgent,feature_request,0.7523,feature_request
CB-6135,email,Team,EMEA,Second time asking about this. The subscription shows as past due but the payment cleared. Not blocking but annoying. We need this resolved before month end.,urgent,billing_plan,0.9756,billing_plan
CB-7252,in-app,Business,EMEA,Quick one: The bulk import processes about one record per second. This is urgent.,high,data_sync,0.5247,performance
CB-6907,in-app,Free,North America,The webhook signature verification always fails.,low,integrations,0.8701,integrations
CB-6064,in-app,Enterprise,EMEA,Reporting on behalf of my team: The annual discount we agreed in the contract was not applied. Please treat as high priority. Any help appreciated.,urgent,billing_plan,0.571,billing_plan
CB-7196,email,Team,APAC,"Hi, Our contractor accounts expired early and they need access back. Ticket reference from last time was in the thread.",high,login_access,0.9552,login_access
CB-6853,email,Team,APAC,Where do I see our usage against the plan limit?,low,bug_ui,0.5699,how_to
CB-7233,phone,Team,EMEA,Our overnight batch now overruns into working hours. This is blocking our weekly reporting.,urgent,performance,0.5786,performance
CB-6174,email,Enterprise,LATAM,"Hi team, We are charged in advance but the contract says in arrears.",high,billing_plan,0.98,billing_plan
CB-7153,phone,Free,North America,not sure if this is the right place but the 2fa qr code will not scan and there is no manual key,normal,bug_ui,0.2532,login_access
CB-7381,in-app,Team,LATAM,Hey Our overnight batch now overruns into working hours. Happens roughly half the time.,normal,bug_ui,0.6157,performance
CB-6056,chat,Free,APAC,"Hello, The credit from last month's outage was never applied.",high,billing_plan,0.7598,billing_plan
CB-6370,chat,Enterprise,LATAM,currency amounts are off by a factor of one hundred,urgent,bug_ui,0.9912,data_sync
CB-6869,email,Business,LATAM,"Hello, How do I move a dashboard to a different owner? It worked fine last week.",high,how_to,0.9928,how_to
CB-6696,in-app,Free,LATAM,Raising this again: We need version history on dashboards. Let me know.,low,bug_ui,0.4143,feature_request
CB-6430,email,Enterprise,LATAM,Second time asking about this. Our custom fields lose their values on every sync. Reproduced on two machines.,low,bug_ui,0.5957,data_sync
CB-6202,in-app,Enterprise,APAC,Following up: The filter chip says active when nothing is filtered. Nothing changed on our side. This is urgent.,low,bug_ui,0.4504,bug_ui
CB-6775,chat,Business,LATAM,Raising this again: What is the right way to share a dashboard outside the company?,normal,how_to,0.8352,how_to
CB-6893,phone,Team,EMEA,Following up: The outbound webhook does not include the record identifier. Thanks!,low,integrations,0.9079,integrations
CB-6123,in-app,Team,LATAM,"Hello, The invoice email goes to a person who left the company. No rush on this one.",normal,billing_plan,0.9875,billing_plan
CB-6462,in-app,Enterprise,LATAM,"hi team, the sync skipped an entire month of records",urgent,performance,0.3604,data_sync
CB-6361,in-app,Enterprise,APAC,"Morning, Our custom fields lose their values on every sync.",urgent,bug_ui,0.5371,data_sync
CB-7150,in-app,Business,LATAM,Following up: Too many failed attempts and now the account is locked. Please escalate if needed.,urgent,login_access,0.9245,login_access
CB-6189,in-app,Business,APAC,the print layout cuts the table in half,urgent,bug_ui,0.962,bug_ui
CB-7352,chat,Enterprise,North America,Raising this again: Typing in a long text field lags behind by half a second. Thanks in advance.,normal,performance,0.9442,performance
CB-7263,email,Business,APAC,"Morning, Our largest account cannot open its own dashboard at all. Can someone take a look?",low,login_access,0.3115,performance
CB-7228,chat,Enterprise,LATAM,Queries that finish quickly in the console time out in the UI. Our admin has already tried the usual steps. Please treat as high priority. We need this resolved before month end.,urgent,performance,0.8998,performance
CB-6895,phone,Enterprise,LATAM,Reporting on behalf of my team: Our API key stopped working with no notice. Our admin has already tried the usual steps.,urgent,integrations,0.7867,integrations
CB-6558,chat,Team,APAC,Sorry to bother you but We want a sandbox environment to test changes safely. Let me know.,urgent,feature_request,0.6565,feature_request
CB-6726,in-app,Free,North America,"Hi team, Can I group by two fields at once? Let me know.",urgent,how_to,0.9232,how_to
CB-7010,email,Free,North America,Hey The integration works in sandbox but not in production.,high,integrations,0.7978,integrations
CB-7180,in-app,Team,North America,Second time asking about this. Two people share a login and we need to split it into separate accounts. Please advise.,high,login_access,0.688,login_access
CB-7204,phone,Team,North America,We are getting rate limited on the sign-in endpoint during standup. We are on the Team plan. Screenshot attached.,urgent,bug_ui,0.4056,login_access
CB-6147,email,Free,LATAM,Reporting on behalf of my team: We need to split one invoice across two cost centres. This is blocking our weekly reporting. Happy to jump on a call if easier.,normal,bug_ui,0.4076,billing_plan
CB-6848,phone,Free,APAC,"Hello, Can I set a metric to alert me when it drops?",low,how_to,0.6843,how_to
CB-6559,chat,Business,North America,Raising this again: Please add a way to bulk reassign ownership when someone leaves. Please advise.,low,feature_request,0.6449,feature_request
CB-6399,chat,Enterprise,APAC,"Hi, The row counts do not match our warehouse. Any help appreciated.",high,bug_ui,0.9895,data_sync
CB-7118,chat,Enterprise,EMEA,Raising this again: Authenticator codes are being rejected even after resyncing. No rush on this one.,normal,login_access,0.7367,login_access
CB-7270,in-app,Business,LATAM,Sorry to bother you but The app slows to a crawl when a colleague is editing the same view. Please treat as high priority. Any help appreciated.,low,performance,0.968,performance
CB-6682,in-app,Business,APAC,Hey We need the ability to set a retention policy per workspace. I have cleared cache and tried incognito. Please advise.,normal,feature_request,0.8168,feature_request
CB-7107,email,Free,APAC,Following up: We are getting rate limited on the sign-in endpoint during standup. We are on the Team plan. Please escalate if needed.,normal,login_access,0.4799,login_access
CB-6192,chat,Business,LATAM,Sorry to bother you but The tab order jumps to the footer in the middle of the form. Fairly low priority.,low,bug_ui,0.8188,bug_ui
CB-7051,email,Free,LATAM,raising this again: we see an account suspended banner even though the invoice is paid,high,billing_plan,0.5053,login_access
CB-7017,chat,Free,APAC,sorry to bother you but the looker connection cannot see our new tables,urgent,bug_ui,0.7139,integrations
CB-6418,chat,Business,LATAM,"Hello, Currency amounts are off by a factor of one hundred.",urgent,bug_ui,0.9851,data_sync
CB-7225,email,Enterprise,North America,"Hi team, Our SCIM provisioning stopped creating new users last Tuesday.",low,performance,0.563,login_access
CB-7319,chat,Enterprise,LATAM,Queries slow down dramatically once we pass a million rows. Our admin has already tried the usual steps. Can someone take a look?,high,performance,0.9365,performance
CB-7156,phone,Enterprise,EMEA,"Hi, Someone who left the company still has an active account.",low,login_access,0.9186,login_access
CB-7147,email,Free,EMEA,Not sure if this is the right place but The account recovery flow asks a security question we never set.,high,login_access,0.8309,login_access
CB-6953,in-app,Free,EMEA,quick one: the api error messages give no detail we can act on,normal,integrations,0.9064,integrations
CB-6054,chat,Business,LATAM,Second time asking about this. We are being billed for a sandbox account we never use. Screenshot attached.,normal,billing_plan,0.951,billing_plan
CB-6474,email,Enterprise,LATAM,Raising this again: The deduplication rule is merging two genuinely different customers. This started yesterday. Not blocking but annoying. Ticket reference from last time was in the thread.,normal,bug_ui,0.472,data_sync
CB-7344,in-app,Enterprise,LATAM,Quick one: The product is fine for one user but crawls with twenty. It worked fine last week. Ticket reference from last time was in the thread.,urgent,performance,0.9152,performance
CB-7320,email,Enterprise,APAC,Second time asking about this. Charts render one at a time instead of together. Happy to jump on a call if easier.,normal,bug_ui,0.802,performance
CB-6849,in-app,Business,APAC,Second time asking about this. How do I compare this quarter to the same quarter last year? This started yesterday.,normal,bug_ui,0.5432,how_to
CB-6621,chat,Enterprise,APAC,Reporting on behalf of my team: Please add a way to bulk reassign ownership when someone leaves.,normal,feature_request,0.7399,feature_request
CB-6458,chat,Business,APAC,sorry to bother you but the deduplication rule is merging two genuinely different customers,high,bug_ui,0.4994,data_sync
CB-6326,chat,Enterprise,LATAM,"Morning, The tab order jumps to the footer in the middle of the form. It worked fine last week.",high,bug_ui,0.7884,bug_ui
CB-6607,in-app,Team,North America,Following up: Please add support for our region's date format. We are on the Team plan.,high,feature_request,0.805,feature_request
CB-7159,chat,Business,APAC,raising this again: sessions keep dropping on safari but not on chrome,high,performance,0.6873,login_access
CB-6271,phone,Enterprise,LATAM,"hi team, text is white on white in dark mode",normal,bug_ui,0.5329,bug_ui
CB-6150,chat,Business,EMEA,Following up: Our purchase order number is missing from the invoice. Only happens for our EMEA users.,urgent,billing_plan,0.9121,billing_plan
CB-7161,in-app,Business,North America,"Not sure if this is the right place but The password reset email never arrives, I have checked spam. Thanks in advance.",normal,login_access,0.7687,login_access
CB-6507,in-app,Enterprise,LATAM,Following up: Changes made here are not written back upstream. This started yesterday.,high,bug_ui,0.2555,data_sync
CB-6199,chat,Enterprise,North America,"Morning, The checkbox in the header selects only the visible rows without saying so. No rush on this one. Ticket reference from last time was in the thread.",urgent,how_to,0.4767,bug_ui
CB-7383,phone,Free,APAC,Quick one: The app uses several gigabytes of memory after an hour. Any help appreciated.,low,performance,0.6228,performance
CB-7063,email,Business,APAC,The account switcher shows an organisation we no longer belong to.,normal,login_access,0.9114,login_access
CB-6030,phone,Team,APAC,Hey The receipt shows a currency we do not use.,high,bug_ui,0.4957,billing_plan
CB-6744,in-app,Business,LATAM,Following up: How do I give someone view-only access without using a full seat? Nothing changed on our side.,high,how_to,0.7707,how_to
CB-7105,chat,Team,EMEA,Following up: Our SAML certificate expired and nobody on the team can authenticate.,high,login_access,0.2998,login_access
CB-7092,phone,Free,North America,"Hello, The admin console will not let me reset another user's password. Ticket reference from last time was in the thread.",normal,login_access,0.9141,login_access
CB-6529,chat,Team,North America,Can you add a way to snooze a notification? Can someone take a look?,high,feature_request,0.5411,feature_request
CB-7236,phone,Enterprise,APAC,The app becomes unresponsive while a background job runs.,low,performance,0.9635,performance
CB-6495,in-app,Enterprise,LATAM,Raising this again: The nightly sync silently stopped three days ago. Can someone take a look?,normal,performance,0.6361,data_sync
CB-6821,chat,Business,North America,reporting on behalf of my team: how do i test a change without affecting the live dashboard?,urgent,how_to,0.8388,how_to
CB-6389,in-app,Free,EMEA,"Hi, The sync reports success but the record count is zero. This is urgent. Ticket reference from last time was in the thread.",normal,data_sync,0.59,data_sync
CB-6568,phone,Business,APAC,"Hi, Can you add a diff view between two time periods? I have cleared cache and tried incognito.",low,feature_request,0.8794,feature_request
CB-7139,chat,Free,EMEA,"Hi, Authenticator codes are being rejected even after resyncing.",normal,login_access,0.9146,login_access
CB-6020,in-app,Team,North America,Raising this again: I removed four users but the invoice still shows the old headcount. Screenshot attached.,normal,billing_plan,0.4673,billing_plan
CB-6441,email,Enterprise,LATAM,Reporting on behalf of my team: The row counts do not match our warehouse.,normal,bug_ui,0.9877,data_sync
CB-7397,in-app,Free,APAC,Second time asking about this. The loading spinner runs indefinitely with no error. Fairly low priority.,normal,performance,0.8566,performance
CB-6946,email,Team,APAC,Raising this again: The Zapier trigger fires twice for one event.,normal,integrations,0.5438,integrations
CB-6448,phone,Business,EMEA,The sync brings in test records from our staging environment.,normal,integrations,0.4512,data_sync
CB-6248,chat,Team,LATAM,"Hello, The modal opens behind the page overlay so I cannot click it. Can someone take a look?",high,how_to,0.6529,bug_ui
CB-7194,chat,Team,LATAM,Quick one: The magic link always lands on a token invalid page.,normal,login_access,0.3383,login_access
CB-6894,email,Enterprise,EMEA,The service account hit a permission wall after your last update.,low,login_access,0.5374,integrations
CB-6692,email,Business,North America,Raising this again: Can you add a diff view between two time periods? Reproduced on two machines.,normal,feature_request,0.808,feature_request
CB-6979,phone,Free,LATAM,Sorry to bother you but The connector cannot handle our custom object names.,normal,integrations,0.7589,integrations
CB-6097,in-app,Free,APAC,"Hi, The auto-renew date moved forward by a month unexpectedly.",normal,bug_ui,0.512,billing_plan
CB-7110,in-app,Business,North America,desktop sign-in works but the mobile app rejects the same password,low,login_access,0.958,login_access
CB-6416,phone,Free,APAC,Quick one: The sync brings in test records from our staging environment. It affects about a dozen people.,low,data_sync,0.4841,data_sync
CB-7267,chat,Enterprise,LATAM,Second time asking about this. The app is fast on our office network and slow on VPN. Any help appreciated.,urgent,performance,0.8296,performance
CB-6162,in-app,Business,EMEA,"Hello, Please cancel the renewal, we are not continuing next year. This is blocking our weekly reporting.",low,billing_plan,0.8224,billing_plan
CB-7201,chat,Business,LATAM,"hi team, the domain capture feature grabbed accounts that are not ours",normal,login_access,0.5859,login_access
CB-7335,email,Free,APAC,raising this again: the page freezes completely while a filter applies,high,performance,0.8559,performance
CB-6287,email,Business,EMEA,"Hello, The breadcrumb shows a folder that no longer exists. Fairly low priority. Thanks!",normal,login_access,0.3116,bug_ui
CB-7394,chat,Free,APAC,Not sure if this is the right place but Dashboards take over a minute to load in the morning. Can someone take a look?,low,performance,0.8056,performance
CB-7287,in-app,Team,LATAM,"hi team, server response times spike every hour on the hour",low,performance,0.7471,performance
CB-6782,phone,Free,LATAM,following up: what is the correct order to set up a new team?,normal,how_to,0.9764,how_to
CB-6355,email,Business,APAC,"Hi, The sync brings in test records from our staging environment.",normal,integrations,0.4963,data_sync
CB-6574,chat,Enterprise,LATAM,We need an approval step before a dashboard is shared externally.,normal,feature_request,0.4055,feature_request
CB-7162,email,Free,EMEA,second time asking about this role permissions reset themselves to viewer overnight,normal,login_access,0.373,login_access
CB-7073,phone,Team,APAC,"hey the password reset email never arrives, i have checked spam",high,login_access,0.6374,login_access
CB-7268,phone,Team,APAC,Duplicating a large dashboard takes several minutes. Happy to jump on a call if easier.,normal,performance,0.6199,performance
CB-6201,phone,Business,North America,not sure if this is the right place but the back button takes me out of the app entirely,urgent,how_to,0.3113,bug_ui
CB-6084,in-app,Free,EMEA,Quick one: The payment page rejects our corporate card as invalid.,urgent,billing_plan,0.9271,billing_plan
CB-6652,phone,Free,EMEA,"Hello, Can you add a diff view between two time periods?",normal,feature_request,0.9499,feature_request
CB-7257,in-app,Free,LATAM,"Hello, The product is fine for one user but crawls with twenty. Reproduced on two machines.",normal,performance,0.8832,performance
CB-6074,phone,Enterprise,LATAM,our purchase order number is missing from the invoice,normal,billing_plan,0.7846,billing_plan
CB-6034,phone,Team,North America,The invoice email goes to a person who left the company. It affects about a dozen people. Fairly low priority.,urgent,billing_plan,0.9937,billing_plan
CB-6133,chat,Free,North America,Not sure if this is the right place but The receipt shows a currency we do not use. Reproduced on two machines. Not blocking but annoying. Ticket reference from last time was in the thread.,urgent,billing_plan,0.765,billing_plan
CB-7008,in-app,Enterprise,North America,The Stripe integration reports different totals to Stripe itself.,high,bug_ui,0.6751,integrations
CB-6090,chat,Enterprise,EMEA,I need a W-9 and an itemised invoice for accounting.,normal,billing_plan,0.8619,billing_plan
CB-6981,phone,Enterprise,LATAM,Second time asking about this. The API returns a different shape than the docs describe. Thanks!,normal,integrations,0.8831,integrations
CB-6293,phone,Free,LATAM,"Hi, The required field marker is missing on two fields.",low,bug_ui,0.7877,bug_ui
CB-6638,chat,Enterprise,APAC,"Please allow scheduling at a specific minute, not just the hour. It worked fine last week. We need this resolved before month end.",low,how_to,0.884,feature_request
CB-6699,phone,Enterprise,North America,Quick one: We would like to see a changelog inside the product. I have cleared cache and tried incognito. Happy to jump on a call if easier.,normal,integrations,0.5129,feature_request
CB-6259,email,Enterprise,LATAM,The form loses everything I typed if validation fails.,high,bug_ui,0.2354,bug_ui
CB-6736,chat,Enterprise,LATAM,Where do I see our usage against the plan limit? Reproduced on two machines.,low,bug_ui,0.837,how_to
CB-7289,chat,Business,APAC,"Morning, Queries slow down dramatically once we pass a million rows.",low,performance,0.8464,performance
CB-7303,in-app,Team,EMEA,"Hi, The mobile app takes fifteen seconds to open a saved view. Please advise.",low,performance,0.6402,performance
CB-6164,email,Business,APAC,Quick one: The invoice email goes to a person who left the company. Our admin has already tried the usual steps.,normal,billing_plan,0.9706,billing_plan
CB-6005,email,Team,APAC,Our spend has doubled and we cannot see what drove it.,normal,bug_ui,0.5046,billing_plan
CB-6089,email,Enterprise,EMEA,raising this again: the receipt shows a currency we do not use,normal,bug_ui,0.5976,billing_plan
CB-6548,in-app,Business,EMEA,sorry to bother you but we need to be able to rename fields without breaking existing views,high,feature_request,0.4585,feature_request
CB-6836,chat,Business,LATAM,Following up: Can I tag records and filter by tag later?,normal,how_to,0.5535,how_to
CB-6346,chat,Free,LATAM,"Hi, The chart legend shows colours that do not match the bars.",low,bug_ui,0.9937,bug_ui
CB-6121,in-app,Free,EMEA,sorry to bother you but the tax exemption certificate we uploaded is being ignored,high,bug_ui,0.7409,billing_plan
CB-6739,chat,Free,North America,"Hello, Can I restrict a field so only managers see it?",normal,how_to,0.9393,how_to
CB-7329,in-app,Enterprise,LATAM,The app uses several gigabytes of memory after an hour. Let me know.,normal,performance,0.6367,performance
CB-7385,in-app,Team,EMEA,Sorry to bother you but Filtering by date range on a year of data never returns. It worked fine last week. Thanks!,normal,bug_ui,0.8237,performance
CB-6468,chat,Business,LATAM,Hey Deleted records come back on the next run. Reproduced on two machines. Ticket reference from last time was in the thread.,normal,bug_ui,0.621,data_sync
CB-7016,phone,Free,North America,Our custom connector is throttled harder than the official one. This is blocking our weekly reporting.,urgent,integrations,0.4785,integrations
CB-6834,in-app,Business,North America,"Hi team, How do I duplicate a dashboard into another workspace? Happy to jump on a call if easier.",high,how_to,0.9803,how_to
CB-6241,chat,Business,EMEA,Reporting on behalf of my team: The mobile layout overlaps two buttons so I hit the wrong one. We are on the Team plan.,high,bug_ui,0.6347,bug_ui
CB-6157,chat,Enterprise,North America,"Hi, Our billing contact cannot access the billing settings page.",normal,billing_plan,0.3139,billing_plan
CB-6516,phone,Team,LATAM,two connectors write to the same table and conflict,urgent,integrations,0.4968,data_sync
CB-6569,chat,Team,North America,"Morning, We need the ability to comment directly on a chart.",normal,feature_request,0.7213,feature_request
CB-6766,chat,Business,EMEA,Second time asking about this. What is the correct order to set up a new team? No rush on this one.,normal,how_to,0.9613,how_to
CB-6795,email,Business,APAC,"morning, where do i change the default timezone for everyone?",normal,how_to,0.9874,how_to
CB-7215,chat,Enterprise,North America,"Morning, I cannot sign in, it says my password is wrong but I never changed it. It worked fine last week. Thanks!",urgent,login_access,0.9926,login_access
CB-6684,chat,Free,APAC,Not sure if this is the right place but We would like row-level permissions. Reproduced on two machines.,high,feature_request,0.4642,feature_request
CB-7306,phone,Business,North America,Loading a shared link is slower than opening it from inside the app.,normal,performance,0.896,performance
CB-6285,chat,Free,APAC,Sorry to bother you but The modal opens behind the page overlay so I cannot click it. Not blocking but annoying.,low,bug_ui,0.3026,bug_ui
CB-6081,phone,Business,EMEA,Not sure if this is the right place but We cannot tell from the invoice which team the seats belong to. Happy to jump on a call if easier.,high,billing_plan,0.71,billing_plan
CB-7023,email,Team,APAC,The webhook returns a 500 and we cannot see why.,normal,integrations,0.8748,integrations
CB-7099,phone,Enterprise,EMEA,The sign-in page shows a blank screen on our locked-down browsers. This started yesterday. We need this resolved before month end.,low,login_access,0.9823,login_access
CB-6988,phone,Free,EMEA,The webhook retries flood our endpoint after one failure. Reproduced on two machines.,low,integrations,0.885,integrations
CB-6321,phone,Enterprise,APAC,"Hi team, The table sorts numbers as if they were text.",high,bug_ui,0.9182,bug_ui
CB-7343,email,Team,LATAM,Sorry to bother you but The app becomes unresponsive while a background job runs.,urgent,performance,0.9684,performance
CB-6508,chat,Business,APAC,"Morning, Records with special characters are dropped entirely.",urgent,bug_ui,0.6752,data_sync
CB-6670,phone,Business,APAC,"Hello, We want a sandbox environment to test changes safely. I have cleared cache and tried incognito.",low,how_to,0.7871,feature_request
CB-6181,chat,Enterprise,EMEA,The chart legend shows colours that do not match the bars.,urgent,bug_ui,0.9893,bug_ui
CB-6523,email,Team,EMEA,The row counts do not match our warehouse. We need this resolved before month end.,normal,bug_ui,0.9847,data_sync
CB-7121,chat,Team,EMEA,Not sure if this is the right place but Someone who left the company still has an active account. Screenshot attached.,urgent,login_access,0.8391,login_access
CB-6817,in-app,Free,EMEA,"Hi, Can I hide a metric from a shared view without deleting it? This started yesterday. Please escalate if needed.",low,how_to,0.9574,how_to
CB-7277,chat,Business,EMEA,"Morning, The page freezes completely while a filter applies. Fairly low priority.",normal,performance,0.9521,performance
CB-6440,chat,Business,APAC,Reporting on behalf of my team: The reconciliation report shows a gap we cannot explain. Screenshot attached.,low,bug_ui,0.7309,data_sync
CB-6009,email,Free,EMEA,We are on a legacy plan and want to know what we lose by moving. It worked fine last week. Can someone take a look?,urgent,billing_plan,0.4724,billing_plan
CB-6847,chat,Free,LATAM,"Hi team, What happens to shared links when I archive a view? Any help appreciated.",low,how_to,0.6703,how_to
CB-6620,phone,Team,APAC,Can you add a diff view between two time periods? Happens roughly half the time.,urgent,feature_request,0.5877,feature_request
CB-7013,email,Business,LATAM,Reporting on behalf of my team: The connector needs a static IP and we cannot get one. This is blocking our weekly reporting.,urgent,integrations,0.7273,integrations
CB-6222,phone,Team,LATAM,Hey The print layout cuts the table in half. This is blocking our weekly reporting.,urgent,bug_ui,0.9714,bug_ui
CB-7293,email,Team,APAC,"Hi team, The save button takes so long people click it twice. Fairly low priority. Any help appreciated.",low,performance,0.9543,performance
CB-6299,in-app,Team,LATAM,Not sure if this is the right place but The chart axis starts at a non-zero value and exaggerates the trend. Only happens for our EMEA users. We need this resolved before month end.,urgent,bug_ui,0.9811,bug_ui
CB-6116,phone,Enterprise,EMEA,"Hello, We need a signed W-8 for our overseas entity.",normal,feature_request,0.3944,billing_plan
CB-6338,phone,Enterprise,APAC,"Hi, Keyboard focus is invisible so I cannot tab through the form. I have cleared cache and tried incognito.",high,how_to,0.6183,bug_ui
CB-7349,in-app,Enterprise,EMEA,The initial bundle download is enormous on our connection.,normal,bug_ui,0.286,performance
CB-6647,email,Business,APAC,Hey Can you support two-factor via hardware keys? We need this resolved before month end.,high,login_access,0.7142,feature_request
CB-6221,chat,Business,LATAM,Second time asking about this. The error message is a raw stack trace. Thanks!,low,bug_ui,0.4343,bug_ui
CB-7026,chat,Enterprise,EMEA,The connector authenticated but syncs no objects.,normal,integrations,0.7644,integrations
CB-6075,phone,Enterprise,APAC,Sorry to bother you but Our nonprofit discount application has had no response.,low,data_sync,0.3137,billing_plan
CB-6754,email,Team,EMEA,Reporting on behalf of my team: How do I merge two duplicate records?,low,how_to,0.9311,how_to
CB-6343,in-app,Business,North America,Quick one: Text is white on white in dark mode. Our admin has already tried the usual steps.,normal,bug_ui,0.4968,bug_ui
CB-6532,in-app,Team,APAC,second time asking about this we would like row-level permissions,high,login_access,0.3295,feature_request
CB-6173,in-app,Free,LATAM,"Morning, We want to switch from monthly to annual billing mid-term. Reproduced on two machines. Happy to jump on a call if easier.",low,billing_plan,0.9068,billing_plan
CB-6035,email,Free,APAC,"Hello, We need a signed W-8 for our overseas entity. Ticket reference from last time was in the thread.",urgent,feature_request,0.2725,billing_plan
CB-7205,email,Team,APAC,"morning, the 2fa qr code will not scan and there is no manual key",normal,login_access,0.2444,login_access
CB-6949,phone,Business,EMEA,Quick one: The Zendesk sync only works one way. Happens roughly half the time.,normal,bug_ui,0.5838,integrations
